Published Rates,,,,,,Sequestration Reduction Applied,,,,
CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient,,CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient
66600,966.16,966.16,772.928,193.232,,66600,950.70144,950.70144,757.46944,193.232
66605,1677.9,1677.9,1342.32,335.58,,66605,1651.0536,1651.0536,1315.4736,335.58
66625,412.04,412.04,329.632,82.408,,66625,405.44736,405.44736,323.03936,82.408
66630,966.16,966.16,772.928,193.232,,66630,950.70144,950.70144,757.46944,193.232
66635,966.16,966.16,772.928,193.232,,66635,950.70144,950.70144,757.46944,193.232
66680,966.16,966.16,772.928,193.232,,66680,950.70144,950.70144,757.46944,193.232
66682,966.16,966.16,772.928,193.232,,66682,950.70144,950.70144,757.46944,193.232
66700,659.12,659.12,527.296,131.824,,66700,648.57408,648.57408,516.75008,131.824
66710,659.12,659.12,527.296,131.824,,66710,648.57408,648.57408,516.75008,131.824
66711,966.16,966.16,772.928,193.232,,66711,950.70144,950.70144,757.46944,193.232
66720,659.12,659.12,527.296,131.824,,66720,648.57408,648.57408,516.75008,131.824
66740,966.16,966.16,772.928,193.232,,66740,950.70144,950.70144,757.46944,193.232
66761,184.13,184.13,147.304,36.826,,66761,181.18392,181.18392,144.35792,36.826
66762,236.57,236.57,189.256,47.314,,66762,232.78488,232.78488,185.47088,47.314
66770,236.57,236.57,189.256,47.314,,66770,232.78488,232.78488,185.47088,47.314
66820,412.04,412.04,329.632,82.408,,66820,405.44736,405.44736,323.03936,82.408
66821,236.57,236.57,189.256,47.314,,66821,232.78488,232.78488,185.47088,47.314
66825,966.16,966.16,772.928,193.232,,66825,950.70144,950.70144,757.46944,193.232
66830,412.04,412.04,329.632,82.408,,66830,405.44736,405.44736,323.03936,82.408
66840,659.12,659.12,527.296,131.824,,66840,648.57408,648.57408,516.75008,131.824
66850,1190.11,1190.11,952.088,238.022,,66850,1171.06824,1171.06824,933.04624,238.022
66852,1190.11,1190.11,952.088,238.022,,66852,1171.06824,1171.06824,933.04624,238.022
66920,1190.11,1190.11,952.088,238.022,,66920,1171.06824,1171.06824,933.04624,238.022
66930,1190.11,1190.11,952.088,238.022,,66930,1171.06824,1171.06824,933.04624,238.022
66940,412.04,412.04,329.632,82.408,,66940,405.44736,405.44736,323.03936,82.408
66982,975.58,975.58,780.464,195.116,,66982,959.97072,959.97072,764.85472,195.116
66983,975.58,975.58,780.464,195.116,,66983,959.97072,959.97072,764.85472,195.116
66984,975.58,975.58,780.464,195.116,,66984,959.97072,959.97072,764.85472,195.116
66985,975.58,975.58,780.464,195.116,,66985,959.97072,959.97072,764.85472,195.116
66986,975.58,975.58,780.464,195.116,,66986,959.97072,959.97072,764.85472,195.116
67005,947.34,947.34,757.872,189.468,,67005,932.18256,932.18256,742.71456,189.468
67010,1690.59,1690.59,1352.472,338.118,,67010,1663.54056,1663.54056,1325.42256,338.118
67015,1690.59,1690.59,1352.472,338.118,,67015,1663.54056,1663.54056,1325.42256,338.118
67025,1690.59,1690.59,1352.472,338.118,,67025,1663.54056,1663.54056,1325.42256,338.118
67027,1690.59,1690.59,1352.472,338.118,,67027,1663.54056,1663.54056,1325.42256,338.118
67028,48,48,38.4,9.6,,67028,47.232,47.232,37.632,9.6
67030,947.34,947.34,757.872,189.468,,67030,932.18256,932.18256,742.71456,189.468
67031,236.57,236.57,189.256,47.314,,67031,232.78488,232.78488,185.47088,47.314
67036,1690.59,1690.59,1352.472,338.118,,67036,1663.54056,1663.54056,1325.42256,338.118
67039,1690.59,1690.59,1352.472,338.118,,67039,1663.54056,1663.54056,1325.42256,338.118
67040,1690.59,1690.59,1352.472,338.118,,67040,1663.54056,1663.54056,1325.42256,338.118
67041,1690.59,1690.59,1352.472,338.118,,67041,1663.54056,1663.54056,1325.42256,338.118
67042,1690.59,1690.59,1352.472,338.118,,67042,1663.54056,1663.54056,1325.42256,338.118
67043,1690.59,1690.59,1352.472,338.118,,67043,1663.54056,1663.54056,1325.42256,338.118
67101,454.59,454.59,363.672,90.918,,67101,447.31656,447.31656,356.39856,90.918
67105,236.57,236.57,189.256,47.314,,67105,232.78488,232.78488,185.47088,47.314
67107,1690.59,1690.59,1352.472,338.118,,67107,1663.54056,1663.54056,1325.42256,338.118
67108,1690.59,1690.59,1352.472,338.118,,67108,1663.54056,1663.54056,1325.42256,338.118
67110,485.76,485.76,388.608,97.152,,67110,477.98784,477.98784,380.83584,97.152
67112,1690.59,1690.59,1352.472,338.118,,67112,1663.54056,1663.54056,1325.42256,338.118
67113,1690.59,1690.59,1352.472,338.118,,67113,1663.54056,1663.54056,1325.42256,338.118
67115,947.34,947.34,757.872,189.468,,67115,932.18256,932.18256,742.71456,189.468
67120,947.34,947.34,757.872,189.468,,67120,932.18256,932.18256,742.71456,189.468
67121,1690.59,1690.59,1352.472,338.118,,67121,1663.54056,1663.54056,1325.42256,338.118
67141,237.31,237.31,189.848,47.462,,67141,233.51304,233.51304,186.05104,47.462
67145,236.57,236.57,189.256,47.314,,67145,232.78488,232.78488,185.47088,47.314
67208,237.31,237.31,189.848,47.462,,67208,233.51304,233.51304,186.05104,47.462
67210,236.57,236.57,189.256,47.314,,67210,232.78488,232.78488,185.47088,47.314
67218,947.34,947.34,757.872,189.468,,67218,932.18256,932.18256,742.71456,189.468
67220,236.57,236.57,189.256,47.314,,67220,232.78488,232.78488,185.47088,47.314
67221,157.98,157.98,126.384,31.596,,67221,155.45232,155.45232,123.85632,31.596
67227,947.34,947.34,757.872,189.468,,67227,932.18256,932.18256,742.71456,189.468
67228,236.57,236.57,189.256,47.314,,67228,232.78488,232.78488,185.47088,47.314
67229,236.57,236.57,189.256,47.314,,67229,232.78488,232.78488,185.47088,47.314
67250,800.97,800.97,640.776,160.194,,67250,788.15448,788.15448,627.96048,160.194
67255,947.34,947.34,757.872,189.468,,67255,932.18256,932.18256,742.71456,189.468
67311,1075.62,1075.62,860.496,215.124,,67311,1058.41008,1058.41008,843.28608,215.124
67312,1075.62,1075.62,860.496,215.124,,67312,1058.41008,1058.41008,843.28608,215.124
67314,1075.62,1075.62,860.496,215.124,,67314,1058.41008,1058.41008,843.28608,215.124
67316,1075.62,1075.62,860.496,215.124,,67316,1058.41008,1058.41008,843.28608,215.124
67318,1075.62,1075.62,860.496,215.124,,67318,1058.41008,1058.41008,843.28608,215.124
67343,1075.62,1075.62,860.496,215.124,,67343,1058.41008,1058.41008,843.28608,215.124
67345,123.95,123.95,99.16,24.79,,67345,121.9668,121.9668,97.1768,24.79
67346,661.01,661.01,528.808,132.202,,67346,650.43384,650.43384,518.23184,132.202
67400,800.97,800.97,640.776,160.194,,67400,788.15448,788.15448,627.96048,160.194
67405,1097.6,1097.6,878.08,219.52,,67405,1080.0384,1080.0384,860.5184,219.52
67412,800.97,800.97,640.776,160.194,,67412,788.15448,788.15448,627.96048,160.194
67413,1097.6,1097.6,878.08,219.52,,67413,1080.0384,1080.0384,860.5184,219.52
67414,1725.18,1725.18,1380.144,345.036,,67414,1697.57712,1697.57712,1352.54112,345.036
67415,800.97,800.97,640.776,160.194,,67415,788.15448,788.15448,627.96048,160.194
67420,1725.18,1725.18,1380.144,345.036,,67420,1697.57712,1697.57712,1352.54112,345.036
67430,1725.18,1725.18,1380.144,345.036,,67430,1697.57712,1697.57712,1352.54112,345.036
67440,1725.18,1725.18,1380.144,345.036,,67440,1697.57712,1697.57712,1352.54112,345.036
67445,1725.18,1725.18,1380.144,345.036,,67445,1697.57712,1697.57712,1352.54112,345.036
67450,1725.18,1725.18,1380.144,345.036,,67450,1697.57712,1697.57712,1352.54112,345.036
67500,100.49,100.49,80.392,20.098,,67500,98.88216,98.88216,78.78416,20.098
67505,41.91,41.91,33.528,8.382,,67505,41.23944,41.23944,32.85744,8.382
67515,44.78,44.78,35.824,8.956,,67515,44.06352,44.06352,35.10752,8.956
67550,1725.18,1725.18,1380.144,345.036,,67550,1697.57712,1697.57712,1352.54112,345.036
67560,1097.6,1097.6,878.08,219.52,,67560,1080.0384,1080.0384,860.5184,219.52
67570,1725.18,1725.18,1380.144,345.036,,67570,1697.57712,1697.57712,1352.54112,345.036
67700,141.07,141.07,112.856,28.214,,67700,138.81288,138.81288,110.59888,28.214
67710,183.05,183.05,146.44,36.61,,67710,180.1212,180.1212,143.5112,36.61
67715,800.97,800.97,640.776,160.194,,67715,788.15448,788.15448,627.96048,160.194
67800,74.15,74.15,59.32,14.83,,67800,72.9636,72.9636,58.1336,14.83
67801,90.27,90.27,72.216,18.054,,67801,88.82568,88.82568,70.77168,18.054
67805,116.42,116.42,93.136,23.284,,67805,114.55728,114.55728,91.27328,23.284
67808,800.97,800.97,640.776,160.194,,67808,788.15448,788.15448,627.96048,160.194
67810,123.23,123.23,98.584,24.646,,67810,121.25832,121.25832,96.61232,24.646
67820,23.64,23.64,18.912,4.728,,67820,23.26176,23.26176,18.53376,4.728
67825,74.87,74.87,59.896,14.974,,67825,73.67208,73.67208,58.69808,14.974
67830,355.6,355.6,284.48,71.12,,67830,349.9104,349.9104,278.7904,71.12
67835,800.97,800.97,640.776,160.194,,67835,788.15448,788.15448,627.96048,160.194
67840,195.59,195.59,156.472,39.118,,67840,192.46056,192.46056,153.34256,39.118
67850,145.8,145.8,116.64,29.16,,67850,143.4672,143.4672,114.3072,29.16
67875,355.6,355.6,284.48,71.12,,67875,349.9104,349.9104,278.7904,71.12
67880,659.12,659.12,527.296,131.824,,67880,648.57408,648.57408,516.75008,131.824
67882,800.97,800.97,640.776,160.194,,67882,788.15448,788.15448,627.96048,160.194
67900,1097.6,1097.6,878.08,219.52,,67900,1080.0384,1080.0384,860.5184,219.52
67901,800.97,800.97,640.776,160.194,,67901,788.15448,788.15448,627.96048,160.194
67902,1097.6,1097.6,878.08,219.52,,67902,1080.0384,1080.0384,860.5184,219.52
67903,800.97,800.97,640.776,160.194,,67903,788.15448,788.15448,627.96048,160.194
67904,800.97,800.97,640.776,160.194,,67904,788.15448,788.15448,627.96048,160.194
67906,800.97,800.97,640.776,160.194,,67906,788.15448,788.15448,627.96048,160.194
67908,800.97,800.97,640.776,160.194,,67908,788.15448,788.15448,627.96048,160.194
67909,800.97,800.97,640.776,160.194,,67909,788.15448,788.15448,627.96048,160.194
67911,800.97,800.97,640.776,160.194,,67911,788.15448,788.15448,627.96048,160.194
67912,800.97,800.97,640.776,160.194,,67912,788.15448,788.15448,627.96048,160.194
67914,800.97,800.97,640.776,160.194,,67914,788.15448,788.15448,627.96048,160.194
67915,215.65,215.65,172.52,43.13,,67915,212.1996,212.1996,169.0696,43.13
67916,800.97,800.97,640.776,160.194,,67916,788.15448,788.15448,627.96048,160.194
67917,800.97,800.97,640.776,160.194,,67917,788.15448,788.15448,627.96048,160.194
67921,800.97,800.97,640.776,160.194,,67921,788.15448,788.15448,627.96048,160.194
67922,213.5,213.5,170.8,42.7,,67922,210.084,210.084,167.384,42.7
67923,800.97,800.97,640.776,160.194,,67923,788.15448,788.15448,627.96048,160.194
67924,800.97,800.97,640.776,160.194,,67924,788.15448,788.15448,627.96048,160.194
67930,224.61,224.61,179.688,44.922,,67930,221.01624,221.01624,176.09424,44.922
67935,800.97,800.97,640.776,160.194,,67935,788.15448,788.15448,627.96048,160.194
67938,100.49,100.49,80.392,20.098,,67938,98.88216,98.88216,78.78416,20.098
67950,800.97,800.97,640.776,160.194,,67950,788.15448,788.15448,627.96048,160.194
67961,800.97,800.97,640.776,160.194,,67961,788.15448,788.15448,627.96048,160.194
67966,800.97,800.97,640.776,160.194,,67966,788.15448,788.15448,627.96048,160.194
67971,800.97,800.97,640.776,160.194,,67971,788.15448,788.15448,627.96048,160.194
67973,1097.6,1097.6,878.08,219.52,,67973,1080.0384,1080.0384,860.5184,219.52
67974,800.97,800.97,640.776,160.194,,67974,788.15448,788.15448,627.96048,160.194
67975,800.97,800.97,640.776,160.194,,67975,788.15448,788.15448,627.96048,160.194
68020,66.27,66.27,53.016,13.254,,68020,65.20968,65.20968,51.95568,13.254
68040,32.6,32.6,26.08,6.52,,68040,32.0784,32.0784,25.5584,6.52
68100,118.57,118.57,94.856,23.714,,68100,116.67288,116.67288,92.95888,23.714
68110,156.9,156.9,125.52,31.38,,68110,154.3896,154.3896,123.0096,31.38
68115,800.97,800.97,640.776,160.194,,68115,788.15448,788.15448,627.96048,160.194
68130,659.12,659.12,527.296,131.824,,68130,648.57408,648.57408,516.75008,131.824
68135,85.97,85.97,68.776,17.194,,68135,84.59448,84.59448,67.40048,17.194
68200,22.93,22.93,18.344,4.586,,68200,22.56312,22.56312,17.97712,4.586
68320,1097.6,1097.6,878.08,219.52,,68320,1080.0384,1080.0384,860.5184,219.52
68325,1097.6,1097.6,878.08,219.52,,68325,1080.0384,1080.0384,860.5184,219.52
68326,800.97,800.97,640.776,160.194,,68326,788.15448,788.15448,627.96048,160.194
68328,1097.6,1097.6,878.08,219.52,,68328,1080.0384,1080.0384,860.5184,219.52
68330,966.16,966.16,772.928,193.232,,68330,950.70144,950.70144,757.46944,193.232
68335,1097.6,1097.6,878.08,219.52,,68335,1080.0384,1080.0384,860.5184,219.52
68340,800.97,800.97,640.776,160.194,,68340,788.15448,788.15448,627.96048,160.194
68360,966.16,966.16,772.928,193.232,,68360,950.70144,950.70144,757.46944,193.232
68362,966.16,966.16,772.928,193.232,,68362,950.70144,950.70144,757.46944,193.232
68371,966.16,966.16,772.928,193.232,,68371,950.70144,950.70144,757.46944,193.232
68400,141.07,141.07,112.856,28.214,,68400,138.81288,138.81288,110.59888,28.214
68420,231.77,231.77,185.416,46.354,,68420,228.06168,228.06168,181.70768,46.354
68440,64.84,64.84,51.872,12.968,,68440,63.80256,63.80256,50.83456,12.968
68500,1097.6,1097.6,878.08,219.52,,68500,1080.0384,1080.0384,860.5184,219.52
68505,1097.6,1097.6,878.08,219.52,,68505,1080.0384,1080.0384,860.5184,219.52
68510,800.97,800.97,640.776,160.194,,68510,788.15448,788.15448,627.96048,160.194
68520,1097.6,1097.6,878.08,219.52,,68520,1080.0384,1080.0384,860.5184,219.52
68525,800.97,800.97,640.776,160.194,,68525,788.15448,788.15448,627.96048,160.194
68530,141.07,141.07,112.856,28.214,,68530,138.81288,138.81288,110.59888,28.214
68540,800.97,800.97,640.776,160.194,,68540,788.15448,788.15448,627.96048,160.194
68550,1097.6,1097.6,878.08,219.52,,68550,1080.0384,1080.0384,860.5184,219.52
68700,800.97,800.97,640.776,160.194,,68700,788.15448,788.15448,627.96048,160.194
68705,141.07,141.07,112.856,28.214,,68705,138.81288,138.81288,110.59888,28.214
68720,1097.6,1097.6,878.08,219.52,,68720,1080.0384,1080.0384,860.5184,219.52
68745,1097.6,1097.6,878.08,219.52,,68745,1080.0384,1080.0384,860.5184,219.52
68750,1097.6,1097.6,878.08,219.52,,68750,1080.0384,1080.0384,860.5184,219.52
68760,134.34,134.34,107.472,26.868,,68760,132.19056,132.19056,105.32256,26.868
68761,94.93,94.93,75.944,18.986,,68761,93.41112,93.41112,74.42512,18.986
68770,1097.6,1097.6,878.08,219.52,,68770,1080.0384,1080.0384,860.5184,219.52
68801,42.81,42.81,34.248,8.562,,68801,42.12504,42.12504,33.56304,8.562
68810,141.07,141.07,112.856,28.214,,68810,138.81288,138.81288,110.59888,28.214
68811,800.97,800.97,640.776,160.194,,68811,788.15448,788.15448,627.96048,160.194
68815,800.97,800.97,640.776,160.194,,68815,788.15448,788.15448,627.96048,160.194
68816,800.97,800.97,640.776,160.194,,68816,788.15448,788.15448,627.96048,160.194
68840,79.53,79.53,63.624,15.906,,68840,78.25752,78.25752,62.35152,15.906
69000,88.2,88.2,70.56,17.64,,69000,86.7888,86.7888,69.1488,17.64
69005,132.9,132.9,106.32,26.58,,69005,130.7736,130.7736,104.1936,26.58
69020,88.2,88.2,70.56,17.64,,69020,86.7888,86.7888,69.1488,17.64
69100,66.99,66.99,53.592,13.398,,69100,65.91816,65.91816,52.52016,13.398
69105,109.62,109.62,87.696,21.924,,69105,107.86608,107.86608,85.94208,21.924
69110,633.26,633.26,506.608,126.652,,69110,623.12784,623.12784,496.47584,126.652
69120,1027.11,1027.11,821.688,205.422,,69120,1010.67624,1010.67624,805.25424,205.422
69140,1969.21,1969.21,1575.368,393.842,,69140,1937.70264,1937.70264,1543.86064,393.842
69145,633.26,633.26,506.608,126.652,,69145,623.12784,623.12784,496.47584,126.652
69150,1027.11,1027.11,821.688,205.422,,69150,1010.67624,1010.67624,805.25424,205.422
69200,29.52,29.52,23.616,5.904,,69200,29.04768,29.04768,23.14368,5.904
69205,959.3,959.3,767.44,191.86,,69205,943.9512,943.9512,752.0912,191.86
69210,25.79,25.79,20.632,5.158,,69210,25.37736,25.37736,20.21936,5.158
69220,46.26,46.26,37.008,9.252,,69220,45.51984,45.51984,36.26784,9.252
69222,167.65,167.65,134.12,33.53,,69222,164.9676,164.9676,131.4376,33.53
69300,1027.11,1027.11,821.688,205.422,,69300,1010.67624,1010.67624,805.25424,205.422
69310,1969.21,1969.21,1575.368,393.842,,69310,1937.70264,1937.70264,1543.86064,393.842
69320,1969.21,1969.21,1575.368,393.842,,69320,1937.70264,1937.70264,1543.86064,393.842
69400,118.57,118.57,94.856,23.714,,69400,116.67288,116.67288,92.95888,23.714
69401,65.56,65.56,52.448,13.112,,69401,64.51104,64.51104,51.39904,13.112
69405,161.2,161.2,128.96,32.24,,69405,158.6208,158.6208,126.3808,32.24
69420,141.14,141.14,112.912,28.228,,69420,138.88176,138.88176,110.65376,28.228
69421,672.75,672.75,538.2,134.55,,69421,661.986,661.986,527.436,134.55
69424,96.72,96.72,77.376,19.344,,69424,95.17248,95.17248,75.82848,19.344
69433,144.72,144.72,115.776,28.944,,69433,142.40448,142.40448,113.46048,28.944
69436,672.75,672.75,538.2,134.55,,69436,661.986,661.986,527.436,134.55
69440,1969.21,1969.21,1575.368,393.842,,69440,1937.70264,1937.70264,1543.86064,393.842
69450,1969.21,1969.21,1575.368,393.842,,69450,1937.70264,1937.70264,1543.86064,393.842
69501,1969.21,1969.21,1575.368,393.842,,69501,1937.70264,1937.70264,1543.86064,393.842
69502,1969.21,1969.21,1575.368,393.842,,69502,1937.70264,1937.70264,1543.86064,393.842
69505,1969.21,1969.21,1575.368,393.842,,69505,1937.70264,1937.70264,1543.86064,393.842
69511,1969.21,1969.21,1575.368,393.842,,69511,1937.70264,1937.70264,1543.86064,393.842
69530,1969.21,1969.21,1575.368,393.842,,69530,1937.70264,1937.70264,1543.86064,393.842
69540,164.43,164.43,131.544,32.886,,69540,161.79912,161.79912,128.91312,32.886
69550,1969.21,1969.21,1575.368,393.842,,69550,1937.70264,1937.70264,1543.86064,393.842
69552,1969.21,1969.21,1575.368,393.842,,69552,1937.70264,1937.70264,1543.86064,393.842
69601,1969.21,1969.21,1575.368,393.842,,69601,1937.70264,1937.70264,1543.86064,393.842
69602,1969.21,1969.21,1575.368,393.842,,69602,1937.70264,1937.70264,1543.86064,393.842
69603,1969.21,1969.21,1575.368,393.842,,69603,1937.70264,1937.70264,1543.86064,393.842
69604,1969.21,1969.21,1575.368,393.842,,69604,1937.70264,1937.70264,1543.86064,393.842
69605,1969.21,1969.21,1575.368,393.842,,69605,1937.70264,1937.70264,1543.86064,393.842
69610,215.3,215.3,172.24,43.06,,69610,211.8552,211.8552,168.7952,43.06
69620,1027.11,1027.11,821.688,205.422,,69620,1010.67624,1010.67624,805.25424,205.422
69631,1969.21,1969.21,1575.368,393.842,,69631,1937.70264,1937.70264,1543.86064,393.842
69632,1969.21,1969.21,1575.368,393.842,,69632,1937.70264,1937.70264,1543.86064,393.842
69633,1969.21,1969.21,1575.368,393.842,,69633,1937.70264,1937.70264,1543.86064,393.842
69635,1969.21,1969.21,1575.368,393.842,,69635,1937.70264,1937.70264,1543.86064,393.842
69636,1969.21,1969.21,1575.368,393.842,,69636,1937.70264,1937.70264,1543.86064,393.842
69637,1969.21,1969.21,1575.368,393.842,,69637,1937.70264,1937.70264,1543.86064,393.842
69641,1969.21,1969.21,1575.368,393.842,,69641,1937.70264,1937.70264,1543.86064,393.842
69642,1969.21,1969.21,1575.368,393.842,,69642,1937.70264,1937.70264,1543.86064,393.842
69643,1969.21,1969.21,1575.368,393.842,,69643,1937.70264,1937.70264,1543.86064,393.842
69644,1969.21,1969.21,1575.368,393.842,,69644,1937.70264,1937.70264,1543.86064,393.842
69645,1969.21,1969.21,1575.368,393.842,,69645,1937.70264,1937.70264,1543.86064,393.842
69646,1969.21,1969.21,1575.368,393.842,,69646,1937.70264,1937.70264,1543.86064,393.842
69650,1969.21,1969.21,1575.368,393.842,,69650,1937.70264,1937.70264,1543.86064,393.842
69660,1969.21,1969.21,1575.368,393.842,,69660,1937.70264,1937.70264,1543.86064,393.842
69661,1969.21,1969.21,1575.368,393.842,,69661,1937.70264,1937.70264,1543.86064,393.842
69662,1969.21,1969.21,1575.368,393.842,,69662,1937.70264,1937.70264,1543.86064,393.842
69666,1027.11,1027.11,821.688,205.422,,69666,1010.67624,1010.67624,805.25424,205.422
69667,1027.11,1027.11,821.688,205.422,,69667,1010.67624,1010.67624,805.25424,205.422
69670,1969.21,1969.21,1575.368,393.842,,69670,1937.70264,1937.70264,1543.86064,393.842
69676,1027.11,1027.11,821.688,205.422,,69676,1010.67624,1010.67624,805.25424,205.422
69700,1027.11,1027.11,821.688,205.422,,69700,1010.67624,1010.67624,805.25424,205.422
69711,1969.21,1969.21,1575.368,393.842,,69711,1937.70264,1937.70264,1543.86064,393.842
69714,7986.67,7986.67,6389.336,1597.334,,69714,7858.88328,7858.88328,6261.54928,1597.334
69715,7986.67,7986.67,6389.336,1597.334,,69715,7858.88328,7858.88328,6261.54928,1597.334
