Published Rates,,,,,,Sequestration Reduction Applied,,,,
CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient,,CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient
59020,33.32,33.32,26.656,6.664,,59020,32.78688,32.78688,26.12288,6.664
59025,17.91,17.91,14.328,3.582,,59025,17.62344,17.62344,14.04144,3.582
59070,203.93,203.93,163.144,40.786,,59070,200.66712,200.66712,159.88112,40.786
59072,104.64,104.64,83.712,20.928,,59072,102.96576,102.96576,82.03776,20.928
59074,104.64,104.64,83.712,20.928,,59074,102.96576,102.96576,82.03776,20.928
59076,104.64,104.64,83.712,20.928,,59076,102.96576,102.96576,82.03776,20.928
59100,1393.52,1393.52,1114.816,278.704,,59100,1371.22368,1371.22368,1092.51968,278.704
59150,2015.5,2015.5,1612.4,403.1,,59150,1983.252,1983.252,1580.152,403.1
59151,2015.5,2015.5,1612.4,403.1,,59151,1983.252,1983.252,1580.152,403.1
59160,759.69,759.69,607.752,151.938,,59160,747.53496,747.53496,595.59696,151.938
59200,38.33,38.33,30.664,7.666,,59200,37.71672,37.71672,30.05072,7.666
59300,89.56,89.56,71.648,17.912,,59300,88.12704,88.12704,70.21504,17.912
59320,759.69,759.69,607.752,151.938,,59320,747.53496,747.53496,595.59696,151.938
59412,759.69,759.69,607.752,151.938,,59412,747.53496,747.53496,595.59696,151.938
59414,759.69,759.69,607.752,151.938,,59414,747.53496,747.53496,595.59696,151.938
59812,759.69,759.69,607.752,151.938,,59812,747.53496,747.53496,595.59696,151.938
59820,759.69,759.69,607.752,151.938,,59820,747.53496,747.53496,595.59696,151.938
59821,1393.52,1393.52,1114.816,278.704,,59821,1371.22368,1371.22368,1092.51968,278.704
59840,759.69,759.69,607.752,151.938,,59840,747.53496,747.53496,595.59696,151.938
59841,759.69,759.69,607.752,151.938,,59841,747.53496,747.53496,595.59696,151.938
59866,104.64,104.64,83.712,20.928,,59866,102.96576,102.96576,82.03776,20.928
59870,1393.52,1393.52,1114.816,278.704,,59870,1371.22368,1371.22368,1092.51968,278.704
59871,759.69,759.69,607.752,151.938,,59871,747.53496,747.53496,595.59696,151.938
60000,301.15,301.15,240.92,60.23,,60000,296.3316,296.3316,236.1016,60.23
60100,53.73,53.73,42.984,10.746,,60100,52.87032,52.87032,42.12432,10.746
60200,2195,2195,1756,439,,60200,2159.88,2159.88,1720.88,439
60210,2195,2195,1756,439,,60210,2159.88,2159.88,1720.88,439
60212,2195,2195,1756,439,,60212,2159.88,2159.88,1720.88,439
60220,2195,2195,1756,439,,60220,2159.88,2159.88,1720.88,439
60225,2195,2195,1756,439,,60225,2159.88,2159.88,1720.88,439
60240,2195,2195,1756,439,,60240,2159.88,2159.88,1720.88,439
60280,2195,2195,1756,439,,60280,2159.88,2159.88,1720.88,439
60281,2195,2195,1756,439,,60281,2159.88,2159.88,1720.88,439
60300,80.6,80.6,64.48,16.12,,60300,79.3104,79.3104,63.1904,16.12
60500,1969.21,1969.21,1575.368,393.842,,60500,1937.70264,1937.70264,1543.86064,393.842
61000,370.07,370.07,296.056,74.014,,61000,364.14888,364.14888,290.13488,74.014
61001,370.07,370.07,296.056,74.014,,61001,364.14888,364.14888,290.13488,74.014
61020,370.07,370.07,296.056,74.014,,61020,364.14888,364.14888,290.13488,74.014
61026,370.07,370.07,296.056,74.014,,61026,364.14888,364.14888,290.13488,74.014
61050,853.53,853.53,682.824,170.706,,61050,839.87352,839.87352,669.16752,170.706
61055,370.07,370.07,296.056,74.014,,61055,364.14888,364.14888,290.13488,74.014
61070,257.7,257.7,206.16,51.54,,61070,253.5768,253.5768,202.0368,51.54
61215,1582.01,1582.01,1265.608,316.402,,61215,1556.69784,1556.69784,1240.29584,316.402
61330,1969.21,1969.21,1575.368,393.842,,61330,1937.70264,1937.70264,1543.86064,393.842
61334,1969.21,1969.21,1575.368,393.842,,61334,1937.70264,1937.70264,1543.86064,393.842
61770,1582.01,1582.01,1265.608,316.402,,61770,1556.69784,1556.69784,1240.29584,316.402
61790,764.49,764.49,611.592,152.898,,61790,752.25816,752.25816,599.36016,152.898
61791,853.53,853.53,682.824,170.706,,61791,839.87352,839.87352,669.16752,170.706
61880,945.06,945.06,756.048,189.012,,61880,929.93904,929.93904,740.92704,189.012
61885,16172.35,16172.35,12937.88,3234.47,,61885,15913.5924,15913.5924,12679.1224,3234.47
61886,21840.48,21840.48,17472.384,4368.096,,61886,21491.03232,21491.03232,17122.93632,4368.096
61888,1227.57,1227.57,982.056,245.514,,61888,1207.92888,1207.92888,962.41488,245.514
62194,853.53,853.53,682.824,170.706,,62194,839.87352,839.87352,669.16752,170.706
62225,721.57,721.57,577.256,144.314,,62225,710.02488,710.02488,565.71088,144.314
62230,1582.01,1582.01,1265.608,316.402,,62230,1556.69784,1556.69784,1240.29584,316.402
62252,38.69,38.69,30.952,7.738,,62252,38.07096,38.07096,30.33296,7.738
62263,853.53,853.53,682.824,170.706,,62263,839.87352,839.87352,669.16752,170.706
62264,370.07,370.07,296.056,74.014,,62264,364.14888,364.14888,290.13488,74.014
62267,227.18,227.18,181.744,45.436,,62267,223.54512,223.54512,178.10912,45.436
62268,370.07,370.07,296.056,74.014,,62268,364.14888,364.14888,290.13488,74.014
62269,418.6,418.6,334.88,83.72,,62269,411.9024,411.9024,328.1824,83.72
62270,195.55,195.55,156.44,39.11,,62270,192.4212,192.4212,153.3112,39.11
62272,195.55,195.55,156.44,39.11,,62272,192.4212,192.4212,153.3112,39.11
62273,370.07,370.07,296.056,74.014,,62273,364.14888,364.14888,290.13488,74.014
62280,370.07,370.07,296.056,74.014,,62280,364.14888,364.14888,290.13488,74.014
62281,853.53,853.53,682.824,170.706,,62281,839.87352,839.87352,669.16752,170.706
62282,853.53,853.53,682.824,170.706,,62282,839.87352,839.87352,669.16752,170.706
62287,1582.01,1582.01,1265.608,316.402,,62287,1556.69784,1556.69784,1240.29584,316.402
62292,853.53,853.53,682.824,170.706,,62292,839.87352,839.87352,669.16752,170.706
62294,370.07,370.07,296.056,74.014,,62294,364.14888,364.14888,290.13488,74.014
62310,370.07,370.07,296.056,74.014,,62310,364.14888,364.14888,290.13488,74.014
62311,370.07,370.07,296.056,74.014,,62311,364.14888,364.14888,290.13488,74.014
62318,370.07,370.07,296.056,74.014,,62318,364.14888,364.14888,290.13488,74.014
62319,370.07,370.07,296.056,74.014,,62319,364.14888,364.14888,290.13488,74.014
62350,1886.87,1886.87,1509.496,377.374,,62350,1856.68008,1856.68008,1479.30608,377.374
62355,853.53,853.53,682.824,170.706,,62355,839.87352,839.87352,669.16752,170.706
62360,1886.87,1886.87,1509.496,377.374,,62360,1856.68008,1856.68008,1479.30608,377.374
62361,13417.72,13417.72,10734.176,2683.544,,62361,13203.03648,13203.03648,10519.49248,2683.544
62362,13417.72,13417.72,10734.176,2683.544,,62362,13203.03648,13203.03648,10519.49248,2683.544
62365,1582.01,1582.01,1265.608,316.402,,62365,1556.69784,1556.69784,1240.29584,316.402
62367,23.28,23.28,18.624,4.656,,62367,22.90752,22.90752,18.25152,4.656
62368,31.52,31.52,25.216,6.304,,62368,31.01568,31.01568,24.71168,6.304
62369,96.01,96.01,76.808,19.202,,62369,94.47384,94.47384,75.27184,19.202
62370,93.5,93.5,74.8,18.7,,62370,92.004,92.004,73.304,18.7
63001,2211.51,2211.51,1769.208,442.302,,63001,2176.12584,2176.12584,1733.82384,442.302
63003,2211.51,2211.51,1769.208,442.302,,63003,2176.12584,2176.12584,1733.82384,442.302
63005,2211.51,2211.51,1769.208,442.302,,63005,2176.12584,2176.12584,1733.82384,442.302
63600,764.49,764.49,611.592,152.898,,63600,752.25816,752.25816,599.36016,152.898
63610,764.49,764.49,611.592,152.898,,63610,752.25816,752.25816,599.36016,152.898
63615,764.49,764.49,611.592,152.898,,63615,752.25816,752.25816,599.36016,152.898
63650,3691.78,3691.78,2953.424,738.356,,63650,3632.71152,3632.71152,2894.35552,738.356
63655,6295.98,6295.98,5036.784,1259.196,,63655,6195.24432,6195.24432,4936.04832,1259.196
63661,945.06,945.06,756.048,189.012,,63661,929.93904,929.93904,740.92704,189.012
63662,945.06,945.06,756.048,189.012,,63662,929.93904,929.93904,740.92704,189.012
63663,3691.78,3691.78,2953.424,738.356,,63663,3632.71152,3632.71152,2894.35552,738.356
63664,3691.78,3691.78,2953.424,738.356,,63664,3632.71152,3632.71152,2894.35552,738.356
63685,16172.35,16172.35,12937.88,3234.47,,63685,15913.5924,15913.5924,12679.1224,3234.47
63688,1227.57,1227.57,982.056,245.514,,63688,1207.92888,1207.92888,962.41488,245.514
63744,1582.01,1582.01,1265.608,316.402,,63744,1556.69784,1556.69784,1240.29584,316.402
63746,853.53,853.53,682.824,170.706,,63746,839.87352,839.87352,669.16752,170.706
64400,80.24,80.24,64.192,16.048,,64400,78.95616,78.95616,62.90816,16.048
64402,54.28,54.28,43.424,10.856,,64402,53.41152,53.41152,42.55552,10.856
64405,61.97,61.97,49.576,12.394,,64405,60.97848,60.97848,48.58448,12.394
64408,45.14,45.14,36.112,9.028,,64408,44.41776,44.41776,35.38976,9.028
64410,111.7,111.7,89.36,22.34,,64410,109.9128,109.9128,87.5728,22.34
64412,90.99,90.99,72.792,18.198,,64412,89.53416,89.53416,71.33616,18.198
64413,69.14,69.14,55.312,13.828,,64413,68.03376,68.03376,54.20576,13.828
64415,195.55,195.55,156.44,39.11,,64415,192.4212,192.4212,153.3112,39.11
64416,370.07,370.07,296.056,74.014,,64416,364.14888,364.14888,290.13488,74.014
64417,195.55,195.55,156.44,39.11,,64417,192.4212,192.4212,153.3112,39.11
64418,93.14,93.14,74.512,18.628,,64418,91.64976,91.64976,73.02176,18.628
64420,195.55,195.55,156.44,39.11,,64420,192.4212,192.4212,153.3112,39.11
64421,370.07,370.07,296.056,74.014,,64421,364.14888,364.14888,290.13488,74.014
64425,66.27,66.27,53.016,13.254,,64425,65.20968,65.20968,51.95568,13.254
64430,370.07,370.07,296.056,74.014,,64430,364.14888,364.14888,290.13488,74.014
64435,77.74,77.74,62.192,15.548,,64435,76.49616,76.49616,60.94816,15.548
64445,78.45,78.45,62.76,15.69,,64445,77.1948,77.1948,61.5048,15.69
64446,370.07,370.07,296.056,74.014,,64446,364.14888,364.14888,290.13488,74.014
64447,62.33,62.33,49.864,12.466,,64447,61.33272,61.33272,48.86672,12.466
64448,853.53,853.53,682.824,170.706,,64448,839.87352,839.87352,669.16752,170.706
64449,370.07,370.07,296.056,74.014,,64449,364.14888,364.14888,290.13488,74.014
64450,51.94,51.94,41.552,10.388,,64450,51.10896,51.10896,40.72096,10.388
64455,19.34,19.34,15.472,3.868,,64455,19.03056,19.03056,15.16256,3.868
64479,370.07,370.07,296.056,74.014,,64479,364.14888,364.14888,290.13488,74.014
64483,370.07,370.07,296.056,74.014,,64483,364.14888,364.14888,290.13488,74.014
64490,370.07,370.07,296.056,74.014,,64490,364.14888,364.14888,290.13488,74.014
64493,370.07,370.07,296.056,74.014,,64493,364.14888,364.14888,290.13488,74.014
64505,53.02,53.02,42.416,10.604,,64505,52.17168,52.17168,41.56768,10.604
64508,18.27,18.27,14.616,3.654,,64508,17.97768,17.97768,14.32368,3.654
64510,370.07,370.07,296.056,74.014,,64510,364.14888,364.14888,290.13488,74.014
64517,370.07,370.07,296.056,74.014,,64517,364.14888,364.14888,290.13488,74.014
64520,370.07,370.07,296.056,74.014,,64520,364.14888,364.14888,290.13488,74.014
64530,370.07,370.07,296.056,74.014,,64530,364.14888,364.14888,290.13488,74.014
64553,3691.78,3691.78,2953.424,738.356,,64553,3632.71152,3632.71152,2894.35552,738.356
64555,3691.78,3691.78,2953.424,738.356,,64555,3632.71152,3632.71152,2894.35552,738.356
64561,3691.78,3691.78,2953.424,738.356,,64561,3632.71152,3632.71152,2894.35552,738.356
64565,3691.78,3691.78,2953.424,738.356,,64565,3632.71152,3632.71152,2894.35552,738.356
64566,97.44,97.44,77.952,19.488,,64566,95.88096,95.88096,76.39296,19.488
64568,26041.79,26041.79,20833.432,5208.358,,64568,25625.12136,25625.12136,20416.76336,5208.358
64569,3691.78,3691.78,2953.424,738.356,,64569,3632.71152,3632.71152,2894.35552,738.356
64570,1582.01,1582.01,1265.608,316.402,,64570,1556.69784,1556.69784,1240.29584,316.402
64575,6295.98,6295.98,5036.784,1259.196,,64575,6195.24432,6195.24432,4936.04832,1259.196
64580,6295.98,6295.98,5036.784,1259.196,,64580,6195.24432,6195.24432,4936.04832,1259.196
64581,6295.98,6295.98,5036.784,1259.196,,64581,6195.24432,6195.24432,4936.04832,1259.196
64585,945.06,945.06,756.048,189.012,,64585,929.93904,929.93904,740.92704,189.012
64590,16172.35,16172.35,12937.88,3234.47,,64590,15913.5924,15913.5924,12679.1224,3234.47
64595,1227.57,1227.57,982.056,245.514,,64595,1207.92888,1207.92888,962.41488,245.514
64600,853.53,853.53,682.824,170.706,,64600,839.87352,839.87352,669.16752,170.706
64605,764.49,764.49,611.592,152.898,,64605,752.25816,752.25816,599.36016,152.898
64610,764.49,764.49,611.592,152.898,,64610,752.25816,752.25816,599.36016,152.898
64611,67.35,67.35,53.88,13.47,,64611,66.2724,66.2724,52.8024,13.47
64612,73.44,73.44,58.752,14.688,,64612,72.26496,72.26496,57.57696,14.688
64615,59.11,59.11,47.288,11.822,,64615,58.16424,58.16424,46.34224,11.822
64616,54.45,54.45,43.56,10.89,,64616,53.5788,53.5788,42.6888,10.89
64617,117.14,117.14,93.712,23.428,,64617,115.26576,115.26576,91.83776,23.428
64620,853.53,853.53,682.824,170.706,,64620,839.87352,839.87352,669.16752,170.706
64630,370.07,370.07,296.056,74.014,,64630,364.14888,364.14888,290.13488,74.014
64632,39.76,39.76,31.808,7.952,,64632,39.12384,39.12384,31.17184,7.952
64633,853.53,853.53,682.824,170.706,,64633,839.87352,839.87352,669.16752,170.706
64635,853.53,853.53,682.824,170.706,,64635,839.87352,839.87352,669.16752,170.706
64640,87.41,87.41,69.928,17.482,,64640,86.01144,86.01144,68.52944,17.482
64642,71.29,71.29,57.032,14.258,,64642,70.14936,70.14936,55.89136,14.258
64644,84.54,84.54,67.632,16.908,,64644,83.18736,83.18736,66.27936,16.908
64646,75.94,75.94,60.752,15.188,,64646,74.72496,74.72496,59.53696,15.188
64647,87.05,87.05,69.64,17.41,,64647,85.6572,85.6572,68.2472,17.41
64650,48,48,38.4,9.6,,64650,47.232,47.232,37.632,9.6
64653,57.67,57.67,46.136,11.534,,64653,56.74728,56.74728,45.21328,11.534
64680,853.53,853.53,682.824,170.706,,64680,839.87352,839.87352,669.16752,170.706
64681,370.07,370.07,296.056,74.014,,64681,364.14888,364.14888,290.13488,74.014
64702,764.49,764.49,611.592,152.898,,64702,752.25816,752.25816,599.36016,152.898
64704,764.49,764.49,611.592,152.898,,64704,752.25816,752.25816,599.36016,152.898
64708,764.49,764.49,611.592,152.898,,64708,752.25816,752.25816,599.36016,152.898
64712,764.49,764.49,611.592,152.898,,64712,752.25816,752.25816,599.36016,152.898
64713,764.49,764.49,611.592,152.898,,64713,752.25816,752.25816,599.36016,152.898
64714,764.49,764.49,611.592,152.898,,64714,752.25816,752.25816,599.36016,152.898
64716,764.49,764.49,611.592,152.898,,64716,752.25816,752.25816,599.36016,152.898
64718,764.49,764.49,611.592,152.898,,64718,752.25816,752.25816,599.36016,152.898
64719,764.49,764.49,611.592,152.898,,64719,752.25816,752.25816,599.36016,152.898
64721,764.49,764.49,611.592,152.898,,64721,752.25816,752.25816,599.36016,152.898
64722,764.49,764.49,611.592,152.898,,64722,752.25816,752.25816,599.36016,152.898
64726,764.49,764.49,611.592,152.898,,64726,752.25816,752.25816,599.36016,152.898
64732,764.49,764.49,611.592,152.898,,64732,752.25816,752.25816,599.36016,152.898
64734,764.49,764.49,611.592,152.898,,64734,752.25816,752.25816,599.36016,152.898
64736,764.49,764.49,611.592,152.898,,64736,752.25816,752.25816,599.36016,152.898
64738,764.49,764.49,611.592,152.898,,64738,752.25816,752.25816,599.36016,152.898
64740,764.49,764.49,611.592,152.898,,64740,752.25816,752.25816,599.36016,152.898
64742,764.49,764.49,611.592,152.898,,64742,752.25816,752.25816,599.36016,152.898
64744,764.49,764.49,611.592,152.898,,64744,752.25816,752.25816,599.36016,152.898
64746,764.49,764.49,611.592,152.898,,64746,752.25816,752.25816,599.36016,152.898
64761,764.49,764.49,611.592,152.898,,64761,752.25816,752.25816,599.36016,152.898
64763,764.49,764.49,611.592,152.898,,64763,752.25816,752.25816,599.36016,152.898
64766,1582.01,1582.01,1265.608,316.402,,64766,1556.69784,1556.69784,1240.29584,316.402
64771,764.49,764.49,611.592,152.898,,64771,752.25816,752.25816,599.36016,152.898
64772,764.49,764.49,611.592,152.898,,64772,752.25816,752.25816,599.36016,152.898
64774,764.49,764.49,611.592,152.898,,64774,752.25816,752.25816,599.36016,152.898
64776,764.49,764.49,611.592,152.898,,64776,752.25816,752.25816,599.36016,152.898
64782,764.49,764.49,611.592,152.898,,64782,752.25816,752.25816,599.36016,152.898
64784,764.49,764.49,611.592,152.898,,64784,752.25816,752.25816,599.36016,152.898
64786,1582.01,1582.01,1265.608,316.402,,64786,1556.69784,1556.69784,1240.29584,316.402
64788,764.49,764.49,611.592,152.898,,64788,752.25816,752.25816,599.36016,152.898
64790,764.49,764.49,611.592,152.898,,64790,752.25816,752.25816,599.36016,152.898
64792,1582.01,1582.01,1265.608,316.402,,64792,1556.69784,1556.69784,1240.29584,316.402
64795,764.49,764.49,611.592,152.898,,64795,752.25816,752.25816,599.36016,152.898
64802,764.49,764.49,611.592,152.898,,64802,752.25816,752.25816,599.36016,152.898
64820,764.49,764.49,611.592,152.898,,64820,752.25816,752.25816,599.36016,152.898
64821,1231.21,1231.21,984.968,246.242,,64821,1211.51064,1211.51064,965.26864,246.242
64822,1231.21,1231.21,984.968,246.242,,64822,1211.51064,1211.51064,965.26864,246.242
64823,1231.21,1231.21,984.968,246.242,,64823,1211.51064,1211.51064,965.26864,246.242
64831,1582.01,1582.01,1265.608,316.402,,64831,1556.69784,1556.69784,1240.29584,316.402
64834,1582.01,1582.01,1265.608,316.402,,64834,1556.69784,1556.69784,1240.29584,316.402
64835,1582.01,1582.01,1265.608,316.402,,64835,1556.69784,1556.69784,1240.29584,316.402
64836,1582.01,1582.01,1265.608,316.402,,64836,1556.69784,1556.69784,1240.29584,316.402
64840,1582.01,1582.01,1265.608,316.402,,64840,1556.69784,1556.69784,1240.29584,316.402
64856,1582.01,1582.01,1265.608,316.402,,64856,1556.69784,1556.69784,1240.29584,316.402
64857,1582.01,1582.01,1265.608,316.402,,64857,1556.69784,1556.69784,1240.29584,316.402
64858,1582.01,1582.01,1265.608,316.402,,64858,1556.69784,1556.69784,1240.29584,316.402
64861,1582.01,1582.01,1265.608,316.402,,64861,1556.69784,1556.69784,1240.29584,316.402
64862,1582.01,1582.01,1265.608,316.402,,64862,1556.69784,1556.69784,1240.29584,316.402
64864,1582.01,1582.01,1265.608,316.402,,64864,1556.69784,1556.69784,1240.29584,316.402
64865,1582.01,1582.01,1265.608,316.402,,64865,1556.69784,1556.69784,1240.29584,316.402
64870,1582.01,1582.01,1265.608,316.402,,64870,1556.69784,1556.69784,1240.29584,316.402
64885,1582.01,1582.01,1265.608,316.402,,64885,1556.69784,1556.69784,1240.29584,316.402
64886,1582.01,1582.01,1265.608,316.402,,64886,1556.69784,1556.69784,1240.29584,316.402
64890,1582.01,1582.01,1265.608,316.402,,64890,1556.69784,1556.69784,1240.29584,316.402
64891,1582.01,1582.01,1265.608,316.402,,64891,1556.69784,1556.69784,1240.29584,316.402
64892,1582.01,1582.01,1265.608,316.402,,64892,1556.69784,1556.69784,1240.29584,316.402
64893,1582.01,1582.01,1265.608,316.402,,64893,1556.69784,1556.69784,1240.29584,316.402
64895,1582.01,1582.01,1265.608,316.402,,64895,1556.69784,1556.69784,1240.29584,316.402
64896,1582.01,1582.01,1265.608,316.402,,64896,1556.69784,1556.69784,1240.29584,316.402
64897,1582.01,1582.01,1265.608,316.402,,64897,1556.69784,1556.69784,1240.29584,316.402
64898,1582.01,1582.01,1265.608,316.402,,64898,1556.69784,1556.69784,1240.29584,316.402
64905,1582.01,1582.01,1265.608,316.402,,64905,1556.69784,1556.69784,1240.29584,316.402
64907,1582.01,1582.01,1265.608,316.402,,64907,1556.69784,1556.69784,1240.29584,316.402
64910,1582.01,1582.01,1265.608,316.402,,64910,1556.69784,1556.69784,1240.29584,316.402
65091,1725.18,1725.18,1380.144,345.036,,65091,1697.57712,1697.57712,1352.54112,345.036
65093,1725.18,1725.18,1380.144,345.036,,65093,1697.57712,1697.57712,1352.54112,345.036
65101,1725.18,1725.18,1380.144,345.036,,65101,1697.57712,1697.57712,1352.54112,345.036
65103,1725.18,1725.18,1380.144,345.036,,65103,1697.57712,1697.57712,1352.54112,345.036
65105,1725.18,1725.18,1380.144,345.036,,65105,1697.57712,1697.57712,1352.54112,345.036
65110,1725.18,1725.18,1380.144,345.036,,65110,1697.57712,1697.57712,1352.54112,345.036
65112,1725.18,1725.18,1380.144,345.036,,65112,1697.57712,1697.57712,1352.54112,345.036
65114,1725.18,1725.18,1380.144,345.036,,65114,1697.57712,1697.57712,1352.54112,345.036
65125,1097.6,1097.6,878.08,219.52,,65125,1080.0384,1080.0384,860.5184,219.52
65130,1097.6,1097.6,878.08,219.52,,65130,1080.0384,1080.0384,860.5184,219.52
65135,1097.6,1097.6,878.08,219.52,,65135,1080.0384,1080.0384,860.5184,219.52
65140,1725.18,1725.18,1380.144,345.036,,65140,1697.57712,1697.57712,1352.54112,345.036
65150,1097.6,1097.6,878.08,219.52,,65150,1080.0384,1080.0384,860.5184,219.52
65155,1725.18,1725.18,1380.144,345.036,,65155,1697.57712,1697.57712,1352.54112,345.036
65175,800.97,800.97,640.776,160.194,,65175,788.15448,788.15448,627.96048,160.194
65205,29.73,29.73,23.784,5.946,,65205,29.25432,29.25432,23.30832,5.946
65210,37.26,37.26,29.808,7.452,,65210,36.66384,36.66384,29.21184,7.452
65220,42.81,42.81,34.248,8.562,,65220,42.12504,42.12504,33.56304,8.562
65222,35.82,35.82,28.656,7.164,,65222,35.24688,35.24688,28.08288,7.164
65235,659.12,659.12,527.296,131.824,,65235,648.57408,648.57408,516.75008,131.824
65260,237.31,237.31,189.848,47.462,,65260,233.51304,233.51304,186.05104,47.462
65265,947.34,947.34,757.872,189.468,,65265,932.18256,932.18256,742.71456,189.468
65270,800.97,800.97,640.776,160.194,,65270,788.15448,788.15448,627.96048,160.194
65272,966.16,966.16,772.928,193.232,,65272,950.70144,950.70144,757.46944,193.232
65275,966.16,966.16,772.928,193.232,,65275,950.70144,950.70144,757.46944,193.232
65280,947.34,947.34,757.872,189.468,,65280,932.18256,932.18256,742.71456,189.468
65285,1690.59,1690.59,1352.472,338.118,,65285,1663.54056,1663.54056,1325.42256,338.118
65286,412.04,412.04,329.632,82.408,,65286,405.44736,405.44736,323.03936,82.408
65290,1075.62,1075.62,860.496,215.124,,65290,1058.41008,1058.41008,843.28608,215.124
65400,659.12,659.12,527.296,131.824,,65400,648.57408,648.57408,516.75008,131.824
65410,659.12,659.12,527.296,131.824,,65410,648.57408,648.57408,516.75008,131.824
65420,659.12,659.12,527.296,131.824,,65420,648.57408,648.57408,516.75008,131.824
65426,966.16,966.16,772.928,193.232,,65426,950.70144,950.70144,757.46944,193.232
65430,42.81,42.81,34.248,8.562,,65430,42.12504,42.12504,33.56304,8.562
65435,45.49,45.49,36.392,9.098,,65435,44.76216,44.76216,35.66416,9.098
65436,207.41,207.41,165.928,41.482,,65436,204.09144,204.09144,162.60944,41.482
65450,100.49,100.49,80.392,20.098,,65450,98.88216,98.88216,78.78416,20.098
65600,237.15,237.15,189.72,47.43,,65600,233.3556,233.3556,185.9256,47.43
65710,1783.3,1783.3,1426.64,356.66,,65710,1754.7672,1754.7672,1398.1072,356.66
65730,1783.3,1783.3,1426.64,356.66,,65730,1754.7672,1754.7672,1398.1072,356.66
65750,1783.3,1783.3,1426.64,356.66,,65750,1754.7672,1754.7672,1398.1072,356.66
65755,1783.3,1783.3,1426.64,356.66,,65755,1754.7672,1754.7672,1398.1072,356.66
65756,1783.3,1783.3,1426.64,356.66,,65756,1754.7672,1754.7672,1398.1072,356.66
65770,6479.27,6479.27,5183.416,1295.854,,65770,6375.60168,6375.60168,5079.74768,1295.854
65772,659.12,659.12,527.296,131.824,,65772,648.57408,648.57408,516.75008,131.824
65775,659.12,659.12,527.296,131.824,,65775,648.57408,648.57408,516.75008,131.824
65780,1783.3,1783.3,1426.64,356.66,,65780,1754.7672,1754.7672,1398.1072,356.66
65781,1783.3,1783.3,1426.64,356.66,,65781,1754.7672,1754.7672,1398.1072,356.66
65782,1783.3,1783.3,1426.64,356.66,,65782,1754.7672,1754.7672,1398.1072,356.66
65800,412.04,412.04,329.632,82.408,,65800,405.44736,405.44736,323.03936,82.408
65810,966.16,966.16,772.928,193.232,,65810,950.70144,950.70144,757.46944,193.232
65815,966.16,966.16,772.928,193.232,,65815,950.70144,950.70144,757.46944,193.232
65820,966.16,966.16,772.928,193.232,,65820,950.70144,950.70144,757.46944,193.232
65850,966.16,966.16,772.928,193.232,,65850,950.70144,950.70144,757.46944,193.232
65855,188.79,188.79,151.032,37.758,,65855,185.76936,185.76936,148.01136,37.758
65860,174.82,174.82,139.856,34.964,,65860,172.02288,172.02288,137.05888,34.964
65865,659.12,659.12,527.296,131.824,,65865,648.57408,648.57408,516.75008,131.824
65870,966.16,966.16,772.928,193.232,,65870,950.70144,950.70144,757.46944,193.232
65875,966.16,966.16,772.928,193.232,,65875,950.70144,950.70144,757.46944,193.232
65880,659.12,659.12,527.296,131.824,,65880,648.57408,648.57408,516.75008,131.824
65900,95.22,95.22,76.176,19.044,,65900,93.69648,93.69648,74.65248,19.044
65920,966.16,966.16,772.928,193.232,,65920,950.70144,950.70144,757.46944,193.232
65930,1677.9,1677.9,1342.32,335.58,,65930,1651.0536,1651.0536,1315.4736,335.58
66020,659.12,659.12,527.296,131.824,,66020,648.57408,648.57408,516.75008,131.824
66030,659.12,659.12,527.296,131.824,,66030,648.57408,648.57408,516.75008,131.824
66130,966.16,966.16,772.928,193.232,,66130,950.70144,950.70144,757.46944,193.232
66150,966.16,966.16,772.928,193.232,,66150,950.70144,950.70144,757.46944,193.232
66155,1677.9,1677.9,1342.32,335.58,,66155,1651.0536,1651.0536,1315.4736,335.58
66160,966.16,966.16,772.928,193.232,,66160,950.70144,950.70144,757.46944,193.232
66165,966.16,966.16,772.928,193.232,,66165,950.70144,950.70144,757.46944,193.232
66170,966.16,966.16,772.928,193.232,,66170,950.70144,950.70144,757.46944,193.232
66172,966.16,966.16,772.928,193.232,,66172,950.70144,950.70144,757.46944,193.232
66174,1677.9,1677.9,1342.32,335.58,,66174,1651.0536,1651.0536,1315.4736,335.58
66175,1677.9,1677.9,1342.32,335.58,,66175,1651.0536,1651.0536,1315.4736,335.58
66180,1677.9,1677.9,1342.32,335.58,,66180,1651.0536,1651.0536,1315.4736,335.58
66183,1677.9,1677.9,1342.32,335.58,,66183,1651.0536,1651.0536,1315.4736,335.58
66185,1677.9,1677.9,1342.32,335.58,,66185,1651.0536,1651.0536,1315.4736,335.58
66220,1690.59,1690.59,1352.472,338.118,,66220,1663.54056,1663.54056,1325.42256,338.118
66225,1677.9,1677.9,1342.32,335.58,,66225,1651.0536,1651.0536,1315.4736,335.58
66250,659.12,659.12,527.296,131.824,,66250,648.57408,648.57408,516.75008,131.824
66500,95.22,95.22,76.176,19.044,,66500,93.69648,93.69648,74.65248,19.044
66505,412.04,412.04,329.632,82.408,,66505,405.44736,405.44736,323.03936,82.408
